patch_index,image_id,patch_name,y,x,H,W,patch_size,stride,clahe_clip,clahe_grid,dog_sigma1,dog_sigma2
993,111,111_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
994,111,111_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
995,111,111_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
996,111,111_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
997,111,111_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
998,111,111_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
999,111,111_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
1000,112,112_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
1001,112,112_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
1002,112,112_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
1003,112,112_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
1004,112,112_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
1005,112,112_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
1006,112,112_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
1007,112,112_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
1008,112,112_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
1009,113,113_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
1010,113,113_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
1011,113,113_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
1012,113,113_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
1013,113,113_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
1014,113,113_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
1015,113,113_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
1016,113,113_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
1017,113,113_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
1018,114,114_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
1019,114,114_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
1020,114,114_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
1021,114,114_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
1022,114,114_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
1023,114,114_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
1024,114,114_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
1025,114,114_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
1026,114,114_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
1027,115,115_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
1028,115,115_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
1029,115,115_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
1030,115,115_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
1031,115,115_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
1032,115,115_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
1033,115,115_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
1034,115,115_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
1035,115,115_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
1036,116,116_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
1037,116,116_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
1038,116,116_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
1039,116,116_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
1040,116,116_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
1041,116,116_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
1042,116,116_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
1043,116,116_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
1044,116,116_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
1045,117,117_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
1046,117,117_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
1047,117,117_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
1048,117,117_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
1049,117,117_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
1050,117,117_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
1051,117,117_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
1052,117,117_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
1053,117,117_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
1054,118,118_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
1055,118,118_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
1056,118,118_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
1057,118,118_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
1058,118,118_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
1059,118,118_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
1060,118,118_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
1061,118,118_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
1062,118,118_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
1063,119,119_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
1064,119,119_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
1065,119,119_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
1066,119,119_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
1067,119,119_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
1068,119,119_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
1069,119,119_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
1070,119,119_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
1071,119,119_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
1072,120,120_y0_x0.png,0,0,832,832,512,256,2.0,8x8,2.0,3.2
1073,120,120_y0_x256.png,0,256,832,832,512,256,2.0,8x8,2.0,3.2
1074,120,120_y0_x320.png,0,320,832,832,512,256,2.0,8x8,2.0,3.2
1075,120,120_y256_x0.png,256,0,832,832,512,256,2.0,8x8,2.0,3.2
1076,120,120_y256_x256.png,256,256,832,832,512,256,2.0,8x8,2.0,3.2
1077,120,120_y256_x320.png,256,320,832,832,512,256,2.0,8x8,2.0,3.2
1078,120,120_y320_x0.png,320,0,832,832,512,256,2.0,8x8,2.0,3.2
1079,120,120_y320_x256.png,320,256,832,832,512,256,2.0,8x8,2.0,3.2
1080,120,120_y320_x320.png,320,320,832,832,512,256,2.0,8x8,2.0,3.2
